protein	Sample1_01	Sample1_02	Sample1_03	Sample2_01	Sample2_02	Sample2_03	Sample1	Sample2	Sample1_01-log2	Sample1_02-log2	Sample1_03-log2	Sample2_01-log2	Sample2_02-log2	Sample2_03-log2	Sample1-log2	Sample2-log2	ratio	sum	log2_sum	log2_ratio
NP_001231825	7	8	4	2	5	5	7.0	2.0	2.807354922057604	3.0	2.0	1.0	2.321928094887362	2.321928094887362	2.807354922057604	1.0	0.2857142857142857	9.0	3.1699250014423126	-1.8073549220576042
NP_001231826	16	17	13	7	11	9	16.0	7.0	4.0	4.08746284125034	3.700439718141092	2.807354922057604	3.4594316186372978	3.1699250014423126	4.0	2.807354922057604	0.4375	23.0	4.523561956057013	-1.1926450779423958
NP_001231827	16	17	13	7	11	9	16.0	7.0	4.0	4.08746284125034	3.700439718141092	2.807354922057604	3.4594316186372978	3.1699250014423126	4.0	2.807354922057604	0.4375	23.0	4.523561956057013	-1.1926450779423958
NP_001231867	111	86	108	161	140	144	111.0	161.0	6.794415866350106	6.426264754702098	6.754887502163469	7.330916878114618	7.129283016944966	7.169925001442313	6.794415866350106	7.330916878114618	1.4504504504504505	272.0	8.08746284125034	0.536501011764511
NP_001231903	3	9	6	0	2	2	3.0	0.0	1.5849625007211563	3.1699250014423126	2.584962500721156	-inf	1.0	1.0	1.5849625007211563		0.0009765625	3.0	1.5849625007211563	-10.0
NP_001234929	10	14	10	16	17	18	10.0	16.0	3.3219280948873626	3.8073549220576037	3.3219280948873626	4.0	4.08746284125034	4.169925001442312	3.3219280948873626	4.0	1.6	26.0	4.700439718141093	0.6780719051126378
NP_001234930	10	14	10	16	17	18	10.0	16.0	3.3219280948873626	3.8073549220576037	3.3219280948873626	4.0	4.08746284125034	4.169925001442312	3.3219280948873626	4.0	1.6	26.0	4.700439718141093	0.6780719051126378
NP_001238846	37	43	40	35	36	39	37.0	35.0	5.20945336562895	5.426264754702098	5.321928094887363	5.129283016944966	5.169925001442312	5.285402218862249	5.20945336562895	5.129283016944966	0.9459459459459459	72.0	6.169925001442312	-0.08017034868398333
NP_001238850	32	34	34	35	28	42	32.0	35.0	5.0	5.08746284125034	5.08746284125034	5.129283016944966	4.807354922057604	5.392317422778761	5.0	5.129283016944966	1.09375	67.0	6.066089190457772	0.12928301694496647
NP_001238851	30	38	35	32	37	31	30.0	32.0	4.906890595608519	5.247927513443585	5.129283016944966	5.0	5.20945336562895	4.954196310386876	4.906890595608519	5.0	1.0666666666666667	62.0	5.954196310386876	0.09310940439148147
NP_001238965	20	38	20	17	25	24	20.0	17.0	4.321928094887363	5.247927513443585	4.321928094887363	4.08746284125034	4.643856189774724	4.584962500721157	4.321928094887363	4.08746284125034	0.85	37.0	5.20945336562895	-0.23446525363702297
NP_001238966	11	19	16	15	19	22	11.0	15.0	3.4594316186372978	4.247927513443585	4.0	3.9068905956085187	4.247927513443585	4.459431618637297	3.4594316186372978	3.9068905956085187	1.3636363636363635	26.0	4.700439718141093	0.44745897697122117
NP_001238968	63	71	56	69	70	84	63.0	69.0	5.977279923499917	6.149747119504682	5.807354922057605	6.10852445677817	6.129283016944967	6.39231742277876	5.977279923499917	6.10852445677817	1.0952380952380953	132.0	7.044394119358453	0.13124453327825272
NP_001238978	72	87	71	76	79	86	72.0	76.0	6.169925001442312	6.442943495848729	6.149747119504682	6.247927513443586	6.303780748177103	6.426264754702098	6.169925001442312	6.247927513443586	1.0555555555555556	148.0	7.209453365628949	0.07800251200127317
NP_001238979	55	61	45	54	53	64	55.0	54.0	5.78135971352466	5.930737337562887	5.491853096329675	5.754887502163469	5.7279204545632	6.0	5.78135971352466	5.754887502163469	0.9818181818181818	109.0	6.768184324776926	-0.02647221136119107
NP_001238980	30	38	30	30	30	30	30.0	30.0	4.906890595608519	5.247927513443585	4.906890595608519	4.906890595608519	4.906890595608519	4.906890595608519	4.906890595608519	4.906890595608519	1.0	60.0	5.906890595608519	0.0
NP_001238981	55	61	45	54	53	64	55.0	54.0	5.78135971352466	5.930737337562887	5.491853096329675	5.754887502163469	5.7279204545632	6.0	5.78135971352466	5.754887502163469	0.9818181818181818	109.0	6.768184324776926	-0.02647221136119107
NP_001239007	4	5	3	1	1	8	4.0	1.0	2.0	2.321928094887362	1.5849625007211563	0.0	0.0	3.0	2.0	0.0	0.25	5.0	2.321928094887362	-2.0
NP_001239008	4	5	3	1	1	7	4.0	1.0	2.0	2.321928094887362	1.5849625007211563	0.0	0.0	2.807354922057604	2.0	0.0	0.25	5.0	2.321928094887362	-2.0
NP_001239058	11	10	12	9	14	13	11.0	9.0	3.4594316186372978	3.3219280948873626	3.5849625007211565	3.1699250014423126	3.8073549220576037	3.700439718141092	3.4594316186372978	3.1699250014423126	0.8181818181818182	20.0	4.321928094887363	-0.2895066171949848
NP_001240313	20	18	15	14	14	12	20.0	14.0	4.321928094887363	4.169925001442312	3.9068905956085187	3.8073549220576037	3.8073549220576037	3.5849625007211565	4.321928094887363	3.8073549220576037	0.7	34.0	5.08746284125034	-0.5145731728297583
NP_001240605	4	3	2	2	1	0	4.0	2.0	2.0	1.5849625007211563	1.0	1.0	0.0	-inf	2.0	1.0	0.5	6.0	2.584962500721156	-1.0
NP_001240700	11	21	17	8	9	10	11.0	8.0	3.4594316186372978	4.392317422778761	4.08746284125034	3.0	3.1699250014423126	3.3219280948873626	3.4594316186372978	3.0	0.7272727272727273	19.0	4.247927513443585	-0.45943161863729726
NP_001240752	0	1	1	3	3	2	0.0	3.0	-inf	0.0	0.0	1.5849625007211563	1.5849625007211563	1.0		1.5849625007211563	1024.0	3.0	1.5849625007211563	10.0
NP_001243028	1	0	2	8	4	9	1.0	8.0	0.0	-inf	1.0	3.0	2.0	3.1699250014423126	0.0	3.0	8.0	9.0	3.1699250014423126	3.0
NP_001243049	6	18	15	0	0	1	6.0	0.0	2.584962500721156	4.169925001442312	3.9068905956085187	-inf	-inf	0.0	2.584962500721156		0.0009765625	6.0	2.584962500721156	-10.0
NP_001243064	18	9	7	1	3	2	18.0	1.0	4.169925001442312	3.1699250014423126	2.807354922057604	0.0	1.5849625007211563	1.0	4.169925001442312	0.0	0.05555555555555555	19.0	4.247927513443585	-4.169925001442313
NP_001243069	2	0	0	10	7	17	2.0	10.0	1.0	-inf	-inf	3.3219280948873626	2.807354922057604	4.08746284125034	1.0	3.3219280948873626	5.0	12.0	3.5849625007211565	2.321928094887362
NP_001243093	34	35	36	23	29	23	34.0	23.0	5.08746284125034	5.129283016944966	5.169925001442312	4.523561956057013	4.857980995127573	4.523561956057013	5.08746284125034	4.523561956057013	0.6764705882352942	57.0	5.832890014164742	-0.5639008851933265
NP_001243094	34	35	36	23	29	23	34.0	23.0	5.08746284125034	5.129283016944966	5.169925001442312	4.523561956057013	4.857980995127573	4.523561956057013	5.08746284125034	4.523561956057013	0.6764705882352942	57.0	5.832890014164742	-0.5639008851933265
NP_001243098	12	13	12	10	13	9	12.0	10.0	3.5849625007211565	3.700439718141092	3.5849625007211565	3.3219280948873626	3.700439718141092	3.1699250014423126	3.5849625007211565	3.3219280948873626	0.8333333333333334	22.0	4.459431618637297	-0.2630344058337938
NP_001243115	8	5	7	4	4	7	8.0	4.0	3.0	2.321928094887362	2.807354922057604	2.0	2.0	2.807354922057604	3.0	2.0	0.5	12.0	3.5849625007211565	-1.0
NP_001243116	8	5	7	4	4	7	8.0	4.0	3.0	2.321928094887362	2.807354922057604	2.0	2.0	2.807354922057604	3.0	2.0	0.5	12.0	3.5849625007211565	-1.0
NP_001243117	57	47	50	42	37	54	57.0	42.0	5.832890014164742	5.554588851677638	5.643856189774724	5.392317422778761	5.20945336562895	5.754887502163469	5.832890014164742	5.392317422778761	0.7368421052631579	99.0	6.6293566200796095	-0.4405725913859815
NP_001243121	1	0	0	1	2	2	1.0	1.0	0.0	-inf	-inf	0.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0
NP_001243205	2	2	1	0	0	1	2.0	0.0	1.0	1.0	0.0	-inf	-inf	0.0	1.0		0.0009765625	2.0	1.0	-10.0
NP_001243207	3	1	1	2	0	2	3.0	2.0	1.5849625007211563	0.0	0.0	1.0	-inf	1.0	1.5849625007211563	1.0	0.6666666666666666	5.0	2.321928094887362	-0.5849625007211563
NP_001243211	120	145	108	500	391	405	120.0	500.0	6.906890595608519	7.1799090900149345	6.754887502163469	8.965784284662087	8.611024797307353	8.661778097771986	6.906890595608519	8.965784284662087	4.166666666666667	620.0	9.276124405274238	2.0588936890535687
NP_001243284	86	57	85	92	107	113	86.0	92.0	6.426264754702098	5.832890014164742	6.409390936137703	6.523561956057013	6.7414669864011465	6.820178962415189	6.426264754702098	6.523561956057013	1.069767441860465	178.0	7.475733430966398	0.09729720135491479
NP_001243285	52	32	57	50	58	52	52.0	50.0	5.700439718141093	5.0	5.832890014164742	5.643856189774724	5.857980995127572	5.700439718141093	5.700439718141093	5.643856189774724	0.9615384615384616	102.0	6.672425341971495	-0.056583528366367424
NP_001243330	6	5	4	3	2	4	6.0	3.0	2.584962500721156	2.321928094887362	2.0	1.5849625007211563	1.0	2.0	2.584962500721156	1.5849625007211563	0.5	9.0	3.1699250014423126	-1.0
NP_001243331	5	4	4	5	2	4	5.0	5.0	2.321928094887362	2.0	2.0	2.321928094887362	1.0	2.0	2.321928094887362	2.321928094887362	1.0	10.0	3.3219280948873626	0.0
NP_001243339	36	47	43	28	28	33	36.0	28.0	5.169925001442312	5.554588851677638	5.426264754702098	4.807354922057604	4.807354922057604	5.044394119358453	5.169925001442312	4.807354922057604	0.7777777777777778	64.0	6.0	-0.36257007938470825
NP_001243340	5	5	6	2	2	2	5.0	2.0	2.321928094887362	2.321928094887362	2.584962500721156	1.0	1.0	1.0	2.321928094887362	1.0	0.4	7.0	2.807354922057604	-1.3219280948873622
NP_001243344	54	62	58	44	37	47	54.0	44.0	5.754887502163469	5.954196310386876	5.857980995127572	5.459431618637297	5.20945336562895	5.554588851677638	5.754887502163469	5.459431618637297	0.8148148148148148	98.0	6.614709844115209	-0.29545588352617136
NP_001243349	11	9	12	0	0	0	11.0	0.0	3.4594316186372978	3.1699250014423126	3.5849625007211565	-inf	-inf	-inf	3.4594316186372978		0.0009765625	11.0	3.4594316186372978	-10.0
NP_001243355	20	32	29	8	12	10	20.0	8.0	4.321928094887363	5.0	4.857980995127573	3.0	3.5849625007211565	3.3219280948873626	4.321928094887363	3.0	0.4	28.0	4.807354922057604	-1.3219280948873622
NP_001243356	16	25	24	6	11	10	16.0	6.0	4.0	4.643856189774724	4.584962500721157	2.584962500721156	3.4594316186372978	3.3219280948873626	4.0	2.584962500721156	0.375	22.0	4.459431618637297	-1.4150374992788437
NP_001243423	6	8	5	2	3	4	6.0	2.0	2.584962500721156	3.0	2.321928094887362	1.0	1.5849625007211563	2.0	2.584962500721156	1.0	0.3333333333333333	8.0	3.0	-1.5849625007211563
NP_001243424	6	8	5	2	3	4	6.0	2.0	2.584962500721156	3.0	2.321928094887362	1.0	1.5849625007211563	2.0	2.584962500721156	1.0	0.3333333333333333	8.0	3.0	-1.5849625007211563
NP_001243425	6	8	5	2	3	4	6.0	2.0	2.584962500721156	3.0	2.321928094887362	1.0	1.5849625007211563	2.0	2.584962500721156	1.0	0.3333333333333333	8.0	3.0	-1.5849625007211563
NP_001243439	197	200	126	91	85	86	197.0	91.0	7.622051819456376	7.643856189774724	6.977279923499917	6.507794640198696	6.409390936137703	6.426264754702098	7.622051819456376	6.507794640198696	0.4619289340101523	288.0	8.169925001442312	-1.11425717925768
NP_001243463	23	32	14	7	3	19	23.0	7.0	4.523561956057013	5.0	3.8073549220576037	2.807354922057604	1.5849625007211563	4.247927513443585	4.523561956057013	2.807354922057604	0.30434782608695654	30.0	4.906890595608519	-1.7162070339994087
NP_001243468	10	8	9	6	8	10	10.0	6.0	3.3219280948873626	3.0	3.1699250014423126	2.584962500721156	3.0	3.3219280948873626	3.3219280948873626	2.584962500721156	0.6	16.0	4.0	-0.7369655941662062
NP_001243469	10	8	9	6	8	10	10.0	6.0	3.3219280948873626	3.0	3.1699250014423126	2.584962500721156	3.0	3.3219280948873626	3.3219280948873626	2.584962500721156	0.6	16.0	4.0	-0.7369655941662062
NP_001243509	65	83	67	45	53	56	65.0	45.0	6.022367813028454	6.375039431346925	6.066089190457772	5.491853096329675	5.7279204545632	5.807354922057605	6.022367813028454	5.491853096329675	0.6923076923076923	110.0	6.78135971352466	-0.5305147166987799
NP_001243572	0	0	0	5	5	1	0.0	5.0	-inf	-inf	-inf	2.321928094887362	2.321928094887362	0.0		2.321928094887362	1024.0	5.0	2.321928094887362	10.0
NP_001243573	0	0	0	3	5	1	0.0	3.0	-inf	-inf	-inf	1.5849625007211563	2.321928094887362	0.0		1.5849625007211563	1024.0	3.0	1.5849625007211563	10.0
NP_001243599	0	0	0	3	2	5	0.0	3.0	-inf	-inf	-inf	1.5849625007211563	1.0	2.321928094887362		1.5849625007211563	1024.0	3.0	1.5849625007211563	10.0
NP_001243635	8	7	7	2	0	2	8.0	2.0	3.0	2.807354922057604	2.807354922057604	1.0	-inf	1.0	3.0	1.0	0.25	10.0	3.3219280948873626	-2.0
NP_001243638	8	7	7	2	0	2	8.0	2.0	3.0	2.807354922057604	2.807354922057604	1.0	-inf	1.0	3.0	1.0	0.25	10.0	3.3219280948873626	-2.0
NP_001243639	2	2	3	0	0	1	2.0	0.0	1.0	1.0	1.5849625007211563	-inf	-inf	0.0	1.0		0.0009765625	2.0	1.0	-10.0
NP_001243650	8	13	8	31	41	28	8.0	31.0	3.0	3.700439718141092	3.0	4.954196310386876	5.357552004618084	4.807354922057604	3.0	4.954196310386876	3.875	39.0	5.285402218862249	1.9541963103868754
NP_001243728	102	80	88	158	174	176	102.0	158.0	6.672425341971495	6.321928094887362	6.459431618637298	7.303780748177103	7.442943495848729	7.459431618637297	6.672425341971495	7.303780748177103	1.5490196078431373	260.0	8.022367813028454	0.6313554062056075
NP_001243731	121	172	116	68	59	102	121.0	68.0	6.9188632372745955	7.426264754702098	6.857980995127572	6.08746284125034	5.882643049361842	6.672425341971495	6.9188632372745955	6.08746284125034	0.5619834710743802	189.0	7.562242424221073	-0.8314003960242551
NP_001243779	11	15	11	6	10	9	11.0	6.0	3.4594316186372978	3.9068905956085187	3.4594316186372978	2.584962500721156	3.3219280948873626	3.1699250014423126	3.4594316186372978	2.584962500721156	0.5454545454545454	17.0	4.08746284125034	-0.8744691179161412
NP_001243820	95	101	96	52	61	62	95.0	52.0	6.569855608330948	6.6582114827517955	6.584962500721156	5.700439718141093	5.930737337562887	5.954196310386876	6.569855608330948	5.700439718141093	0.5473684210526316	147.0	7.199672344836364	-0.8694158901898557
NP_001243821	95	101	96	52	61	62	95.0	52.0	6.569855608330948	6.6582114827517955	6.584962500721156	5.700439718141093	5.930737337562887	5.954196310386876	6.569855608330948	5.700439718141093	0.5473684210526316	147.0	7.199672344836364	-0.8694158901898557
NP_001243838	0	0	0	5	7	4	0.0	5.0	-inf	-inf	-inf	2.321928094887362	2.807354922057604	2.0		2.321928094887362	1024.0	5.0	2.321928094887362	10.0
NP_001243839	1	2	3	1	1	6	1.0	1.0	0.0	1.0	1.5849625007211563	0.0	0.0	2.584962500721156	0.0	0.0	1.0	2.0	1.0	0.0
NP_001243844	0	0	0	1	1	1	0.0	1.0	-inf	-inf	-inf	0.0	0.0	0.0		0.0	1024.0	1.0	0.0	10.0
NP_001244164	0	1	1	9	5	6	0.0	9.0	-inf	0.0	0.0	3.1699250014423126	2.321928094887362	2.584962500721156		3.1699250014423126	1024.0	9.0	3.1699250014423126	10.0
NP_001244170	0	1	1	9	5	6	0.0	9.0	-inf	0.0	0.0	3.1699250014423126	2.321928094887362	2.584962500721156		3.1699250014423126	1024.0	9.0	3.1699250014423126	10.0
NP_001244263	23	18	18	50	50	50	23.0	50.0	4.523561956057013	4.169925001442312	4.169925001442312	5.643856189774724	5.643856189774724	5.643856189774724	4.523561956057013	5.643856189774724	2.1739130434782608	73.0	6.189824558880018	1.1202942337177118
NP_001244292	0	0	0	2	3	5	0.0	2.0	-inf	-inf	-inf	1.0	1.5849625007211563	2.321928094887362		1.0	1024.0	2.0	1.0	10.0
NP_001244303	48	58	49	38	29	34	48.0	38.0	5.584962500721157	5.857980995127572	5.614709844115208	5.247927513443585	4.857980995127573	5.08746284125034	5.584962500721157	5.247927513443585	0.7916666666666666	86.0	6.426264754702098	-0.33703498727757075
NP_001244324	46	63	47	41	40	37	46.0	41.0	5.523561956057013	5.977279923499917	5.554588851677638	5.357552004618084	5.321928094887363	5.20945336562895	5.523561956057013	5.357552004618084	0.8913043478260869	87.0	6.442943495848729	-0.16600995143892924
NP_001244325	18	10	13	19	19	12	18.0	19.0	4.169925001442312	3.3219280948873626	3.700439718141092	4.247927513443585	4.247927513443585	3.5849625007211565	4.169925001442312	4.247927513443585	1.0555555555555556	37.0	5.20945336562895	0.07800251200127317
NP_001244918	0	0	0	5	2	3	0.0	5.0	-inf	-inf	-inf	2.321928094887362	1.0	1.5849625007211563		2.321928094887362	1024.0	5.0	2.321928094887362	10.0
NP_001244955	49	55	52	72	88	112	49.0	72.0	5.614709844115208	5.78135971352466	5.700439718141093	6.169925001442312	6.459431618637298	6.807354922057604	5.614709844115208	6.169925001442312	1.469387755102041	121.0	6.9188632372745955	0.5552151573271042
NP_001244958	2	3	2	6	6	7	2.0	6.0	1.0	1.5849625007211563	1.0	2.584962500721156	2.584962500721156	2.807354922057604	1.0	2.584962500721156	3.0	8.0	3.0	1.5849625007211563
NP_001244959	2	3	2	6	6	7	2.0	6.0	1.0	1.5849625007211563	1.0	2.584962500721156	2.584962500721156	2.807354922057604	1.0	2.584962500721156	3.0	8.0	3.0	1.5849625007211563
NP_001245146	3	1	1	4	2	2	3.0	4.0	1.5849625007211563	0.0	0.0	2.0	1.0	1.0	1.5849625007211563	2.0	1.3333333333333333	7.0	2.807354922057604	0.4150374992788437
NP_001245151	4	4	5	0	0	7	4.0	0.0	2.0	2.0	2.321928094887362	-inf	-inf	2.807354922057604	2.0		0.0009765625	4.0	2.0	-10.0
NP_001245217	6	3	2	0	1	2	6.0	0.0	2.584962500721156	1.5849625007211563	1.0	-inf	0.0	1.0	2.584962500721156		0.0009765625	6.0	2.584962500721156	-10.0
NP_001245218	10	9	5	1	1	4	10.0	1.0	3.3219280948873626	3.1699250014423126	2.321928094887362	0.0	0.0	2.0	3.3219280948873626	0.0	0.1	11.0	3.4594316186372978	-3.321928094887362
NP_001245237	3	6	4	0	0	3	3.0	0.0	1.5849625007211563	2.584962500721156	2.0	-inf	-inf	1.5849625007211563	1.5849625007211563		0.0009765625	3.0	1.5849625007211563	-10.0
NP_001245238	3	6	4	0	0	3	3.0	0.0	1.5849625007211563	2.584962500721156	2.0	-inf	-inf	1.5849625007211563	1.5849625007211563		0.0009765625	3.0	1.5849625007211563	-10.0
NP_001245249	3	4	0	9	17	15	3.0	9.0	1.5849625007211563	2.0	-inf	3.1699250014423126	4.08746284125034	3.9068905956085187	1.5849625007211563	3.1699250014423126	3.0	12.0	3.5849625007211565	1.5849625007211563
NP_001245358	53	33	39	19	13	20	53.0	19.0	5.7279204545632	5.044394119358453	5.285402218862249	4.247927513443585	3.700439718141092	4.321928094887363	5.7279204545632	4.247927513443585	0.3584905660377358	72.0	6.169925001442312	-1.479992941119614
NP_001245361	7	6	4	2	7	3	7.0	2.0	2.807354922057604	2.584962500721156	2.0	1.0	2.807354922057604	1.5849625007211563	2.807354922057604	1.0	0.2857142857142857	9.0	3.1699250014423126	-1.8073549220576042
NP_001245362	7	6	4	2	7	3	7.0	2.0	2.807354922057604	2.584962500721156	2.0	1.0	2.807354922057604	1.5849625007211563	2.807354922057604	1.0	0.2857142857142857	9.0	3.1699250014423126	-1.8073549220576042
NP_001245367	0	0	0	5	4	8	0.0	5.0	-inf	-inf	-inf	2.321928094887362	2.0	3.0		2.321928094887362	1024.0	5.0	2.321928094887362	10.0
NP_001247421	3	3	0	2	1	2	3.0	2.0	1.5849625007211563	1.5849625007211563	-inf	1.0	0.0	1.0	1.5849625007211563	1.0	0.6666666666666666	5.0	2.321928094887362	-0.5849625007211563
NP_001247431	2	7	2	3	3	2	2.0	3.0	1.0	2.807354922057604	1.0	1.5849625007211563	1.5849625007211563	1.0	1.0	1.5849625007211563	1.5	5.0	2.321928094887362	0.5849625007211562
NP_001247435	82	106	78	65	51	84	82.0	65.0	6.357552004618085	6.727920454563199	6.285402218862249	6.022367813028454	5.672425341971496	6.39231742277876	6.357552004618085	6.022367813028454	0.7926829268292683	147.0	7.199672344836364	-0.33518419158962914
NP_001247441	52	50	40	106	108	118	52.0	106.0	5.700439718141093	5.643856189774724	5.321928094887363	6.727920454563199	6.754887502163469	6.882643049361842	5.700439718141093	6.727920454563199	2.0384615384615383	158.0	7.303780748177103	1.027480736422107
NP_001248393	2	2	2	0	0	0	2.0	0.0	1.0	1.0	1.0	-inf	-inf	-inf	1.0		0.0009765625	2.0	1.0	-10.0
NP_001248394	2	2	2	0	0	0	2.0	0.0	1.0	1.0	1.0	-inf	-inf	-inf	1.0		0.0009765625	2.0	1.0	-10.0
NP_001248753	6	10	3	0	0	0	6.0	0.0	2.584962500721156	3.3219280948873626	1.5849625007211563	-inf	-inf	-inf	2.584962500721156		0.0009765625	6.0	2.584962500721156	-10.0
NP_001252511	0	1	0	3	6	6	0.0	3.0	-inf	0.0	-inf	1.5849625007211563	2.584962500721156	2.584962500721156		1.5849625007211563	1024.0	3.0	1.5849625007211563	10.0
NP_001252518	7	9	7	6	3	6	7.0	6.0	2.807354922057604	3.1699250014423126	2.807354922057604	2.584962500721156	1.5849625007211563	2.584962500721156	2.807354922057604	2.584962500721156	0.8571428571428571	13.0	3.700439718141092	-0.22239242133644802
NP_001252519	7	9	7	6	3	6	7.0	6.0	2.807354922057604	3.1699250014423126	2.807354922057604	2.584962500721156	1.5849625007211563	2.584962500721156	2.807354922057604	2.584962500721156	0.8571428571428571	13.0	3.700439718141092	-0.22239242133644802
NP_001253	0	0	0	1	1	2	0.0	1.0	-inf	-inf	-inf	0.0	0.0	1.0		0.0	1024.0	1.0	0.0	10.0
NP_001253968	1	1	1	0	0	0	1.0	0.0	0.0	0.0	0.0	-inf	-inf	-inf	0.0		0.0009765625	1.0	0.0	-10.0
NP_001253974	25	49	13	0	0	0	25.0	0.0	4.643856189774724	5.614709844115208	3.700439718141092	-inf	-inf	-inf	4.643856189774724		0.0009765625	25.0	4.643856189774724	-10.0
NP_001254473	1	2	1	2	2	2	1.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	3.0	1.5849625007211563	1.0
NP_001254474	1	2	1	2	2	2	1.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	3.0	1.5849625007211563	1.0
NP_001254479	13	16	13	13	16	20	13.0	13.0	3.700439718141092	4.0	3.700439718141092	3.700439718141092	4.0	4.321928094887363	3.700439718141092	3.700439718141092	1.0	26.0	4.700439718141093	0.0
NP_001254485	6	5	3	8	10	14	6.0	8.0	2.584962500721156	2.321928094887362	1.5849625007211563	3.0	3.3219280948873626	3.8073549220576037	2.584962500721156	3.0	1.3333333333333333	14.0	3.8073549220576037	0.4150374992788437
NP_001254487	30	31	25	23	32	24	30.0	23.0	4.906890595608519	4.954196310386876	4.643856189774724	4.523561956057013	5.0	4.584962500721157	4.906890595608519	4.523561956057013	0.7666666666666667	53.0	5.7279204545632	-0.3833286395515056
NP_001254527	52	50	40	106	108	118	52.0	106.0	5.700439718141093	5.643856189774724	5.321928094887363	6.727920454563199	6.754887502163469	6.882643049361842	5.700439718141093	6.727920454563199	2.0384615384615383	158.0	7.303780748177103	1.027480736422107
